"","drug.names","estimate","standard-error","tvalue","pvalue","r_sq","adj_r_sq","ATC code primary","ATC code secondary","sum","maf"
"1035","Lead (Goulard's Extract)",13.351478699652,7.8309584367635,1.70496099646905,0.090746846307878,0.8446379175938,0.839544078826384,"","",1,0.0072992700729927
"1075","Lobeline",9.22182011909654,5.7824409739348,1.5947971039679,0.113344987758022,0.84418445050809,0.839075743967372,"","",2,0.0145985401459854
"1091","Loxoscelic serum",-14.4793797111641,7.9594842056818,-1.81913542850278,0.0713432012487835,0.845136777422166,0.840059294714696,"","",1,0.0072992700729927
"1094","Lupinus albus",4.4120209205131,7.90610882239339,0.558052136598022,0.577831433508034,0.841341106979929,0.836139176061238,"","",1,0.0072992700729927
"1109","Malva purpurea",7.43290890190979,7.9251110415927,0.937893344698929,0.35015226277857,0.842074779614374,0.836896903536157,"","",1,0.0072992700729927
"1111","Mangiferin",7.43290890190979,7.9251110415927,0.937893344698929,0.35015226277857,0.842074779614374,0.836896903536157,"","",1,0.0072992700729927
"1117","Marshmallow root",3.39526437260155,8.04780407101511,0.421887056722702,0.673849943398904,0.84116783181477,0.835960219743123,"","",1,0.0072992700729927
"1138","Melagenina (Melanin)",41.5791472779824,18.622092075219,2.23278604305223,0.0273869521319999,0.847180817572301,0.842170352574672,"","",1,0.0072992700729927
"1268","N-acetyl penicillamine",-1.54130909417321,7.95983823059589,-0.193635730968595,0.846783142248685,0.840984978589443,0.835771371330081,"","",1,0.0072992700729927
"1354","Olbas oil",3.39526437260155,8.04780407101511,0.421887056722702,0.673849943398904,0.84116783181477,0.835960219743123,"","",1,0.0072992700729927
"1409","Papain",1.73197768447151,5.62064429461315,0.308145755840029,0.758496922455384,0.841059812524061,0.835848658836325,"","",2,0.0145985401459854
"1424","Passiflora incarnata",3.39526437260155,8.04780407101511,0.421887056722702,0.673849943398904,0.84116783181477,0.835960219743123,"","",1,0.0072992700729927
"1447","Pentosalen (Imperatorin)",1.16877040210579,8.02915771680617,0.145565754631945,0.884504434359623,0.840963729782432,0.835749425840872,"","",2,0.0145985401459854
"1453","Perfluorocarbon liquid",1.16877040210579,8.02915771680617,0.145565754631945,0.884504434359623,0.840963729782432,0.835749425840872,"","",1,0.0072992700729927
"1462","Peru Balsam",0.546698002409237,4.60158016383897,0.118806580119022,0.90562399736855,0.84095450885029,0.835739902583086,"","",3,0.0218978102189781
"1495","Pinene",2.10364664083942,5.62765971036952,0.373804876112754,0.709198309315233,0.841118079806168,0.835908836521124,"","",2,0.0145985401459854
"1599","Psorospermum",6.52032296503153,7.96016561591111,0.819119008277722,0.414315756316967,0.841806117041435,0.836619432354269,"","",1,0.0072992700729927
"1645","Rhubarb",5.97339794152087,5.61225468420092,1.06434905000598,0.289272658414924,0.842399517291675,0.837232288350418,"","",3,0.0218978102189781
"1693","Sambong",-1.54130909417321,7.95983823059589,-0.193635730968595,0.846783142248685,0.840984978589443,0.835771371330081,"","",1,0.0072992700729927
"1758","Spirit",-9.77955464815062,5.68902677979917,-1.71902067377785,0.0881469127473357,0.844697772267493,0.839605895948395,"","",3,0.0218978102189781
"1760","Squill oxymel",6.56794871121239,7.94219632621544,0.826968818377485,0.409869263378171,0.841822778550989,0.836636640142825,"","",1,0.0072992700729927
"1875","Thymidine",7.43290890190979,7.9251110415927,0.937893344698929,0.35015226277857,0.842074779614374,0.836896903536157,"","",1,0.0072992700729927
"1971","Tsaang gubat",-1.54130909417321,7.95983823059589,-0.193635730968595,0.846783142248685,0.840984978589443,0.835771371330081,"","",1,0.0072992700729927
"2008","Veinotonic rutosides",-5.74536584172513,7.95273969623753,-0.7224385634605,0.471407448116709,0.841613686372366,0.836420692482935,"","",1,0.0072992700729927
"185","Benzoin compound",-3.81597682557655,2.06764347854037,-1.84556809004152,0.0673794888244135,0.845256398936451,0.840182838245842,"A01","",20,0.145985401459854
"128","Artificial saliva",4.6081314282694,4.66498895609776,0.987811862286609,0.325199858063529,0.842198227432255,0.837024398823476,"A01A","",3,0.0218978102189781
"1221","Miconazole",1.35030822551709,1.61384959513516,0.836700166847951,0.404397034084276,0.841843649350534,0.836658195230879,"A01AB09","D01AC",103,0.751824817518248
"908","Hexetidine",2.03673499484433,2.30716300854766,0.882787643221811,0.379087177701478,0.841945730008832,0.836763622796007,"A01AB12","G01AX16",13,0.0948905109489051
"1154","Mepartricin",4.1898667048714,5.7210521259013,0.732359470367756,0.465353833772244,0.841632341867907,0.836439959634068,"A01AB16","",2,0.0145985401459854
"56","Aluminium",-0.129364848949866,1.4644474770159,-0.0883369673410703,0.929753699250423,0.840946281270592,0.835731405246677,"A02AB01","",87,0.635036496350365
"449","Co-magaldrox (Aluminum-hydroxide-magnesium-hydroxide)",-0.916258543269637,5.68562339580883,-0.161153576219111,0.87223900564228,0.840969960965146,0.835755861324659,"A02AD02","",2,0.0145985401459854
"397","Cimetidine",-0.928588165138599,1.61251170183426,-0.57586445052294,0.565767558747426,0.841367302507059,0.83616623045811,"A02BA01","",38,0.277372262773723
"1630","Ranitidine",1.48959858997407,2.40430735254137,0.619554146602576,0.536706711603683,0.84143499922892,0.836236146744622,"A02BA02","",125,0.912408759124088
"747","Famotidine",6.61521282075985,1.62314972551873,4.07554073216859,8.20922620518533e-05,0.85999718395862,0.855406927694969,"A02BA03","",34,0.248175182481752
"1335","Nizatidine",3.91376579275648,3.99517766791906,0.97962246439844,0.329211130912047,0.842177549769891,0.837003043204969,"A02BA04","",4,0.0291970802919708
"1587","Prostaglandin",-0.262417482396233,2.31697339150962,-0.113258738040689,0.91001158981644,0.840952830625234,0.835738169334258,"A02BB","",16,0.116788321167883
"1236","Misoprostol",-2.03026739360708,1.46685152628163,-1.38409877021001,0.168854962926954,0.843395225602138,0.838260642834995,"A02BB01","G02AD06",86,0.627737226277372
"1360","Omeprazole",2.03668444856984,2.7256819163905,0.747220149322092,0.456368410416898,0.841660753790601,0.836469303095211,"A02BC01","",127,0.927007299270073
"1408","Pantoprazole",4.55310759766238,1.75982732438722,2.58724679095877,0.0108475232814266,0.849209612910625,0.844265665792941,"A02BC02","",32,0.233576642335766
"1027","Lansoprazole",1.94772799588541,1.72165360069938,1.13131235870805,0.260142569140274,0.842587478252709,0.837426411965912,"A02BC03","",31,0.226277372262774
"1620","Rabeprazole",-1.06005115672429,2.80074129816204,-0.378489493985017,0.705724814770584,0.841122664042257,0.835913571060035,"A02BC04","",10,0.072992700729927
"693","Esomeprazole",1.01302131789255,1.73153661526991,0.585041811394007,0.559600098108824,0.841381116878341,0.836180497759598,"A02BC05","",35,0.255474452554745
"543","Dexlansoprazole",-3.26157982733105,7.9895821146649,-0.408229088896202,0.683821081558303,0.841153091364765,0.835944995999676,"A02BC06","",1,0.0072992700729927
"286","Carbenoxolone",3.39526437260155,8.04780407101511,0.421887056722702,0.673849943398904,0.84116783181477,0.835960219743123,"A02BX01","",1,0.0072992700729927
"1772","Sucralfate",-0.973461274370774,1.76404038607948,-0.551836160925011,0.582070033579929,0.841332157238676,0.836129932885846,"A02BX02","",30,0.218978102189781
"214","Bismuth",-2.21866587338799,1.5476532200697,-1.43356783329541,0.15425352859364,0.843571185461496,0.83844237187007,"A02BX05","",42,0.306569343065693
"1637","Repamipide",14.5434896963448,0.906008628440312,16.052264007001,5.81114088031618e-32,0.840936107803888,0.837056500677154,"A02BX14","",1,0.0072992700729927
"1577","Propinox",-7.23492245352523,7.93312440644481,-0.911989032675151,0.36357306708416,0.842013168775504,0.836833272669783,"A03A","",1,0.0072992700729927
"1122","Mebeverine",0.416773306866577,1.89925845754191,0.219440016292454,0.826674024921378,0.840998866230075,0.835785714303192,"A03AA04","",27,0.197080291970803
"1949","Trimebutine",-3.15676482355922,2.7324152284637,-1.15530201657312,0.250224460448408,0.842657489997036,0.837498719177267,"A03AA05","",11,0.0802919708029197
"564","Dicycloverine",-2.98801066804939,2.71946790872711,-1.09874827294726,0.274041490784097,0.842494697352737,0.83733058906922,"A03AA07","",10,0.072992700729927
"868","Glycopyrrolate (Glycopyrronium)",-6.19785708952128,2.16112323296735,-2.86788693720684,0.00487019295483398,0.850982312883924,0.846096487076839,"A03AB02","R03BB06",14,0.102189781021898
"1575","Propantheline bromide",-6.11937505008989,2.82545957074792,-2.16579812836255,0.0322720146789718,0.846825396997342,0.841803278866108,"A03AB05","",10,0.072992700729927
"1372","Otilonium bromide",6.80828599672276,3.65191883004475,1.86430375744122,0.0646824972706591,0.84534211878505,0.840271368581281,"A03AB06","",6,0.0437956204379562
"987","Isopropamide iodide",-7.40550129043354,7.92561268281219,-0.934375875633364,0.35195573647898,0.842066315268369,0.836888161670611,"A03AB09","",2,0.0145985401459854
"1500","Pipenzolate bromide",-3.20393864642597,4.63734339512706,-0.690899589146813,0.490941119623805,0.841556042181767,0.836361158318874,"A03AB14","",4,0.0291970802919708
"1892","Tiemonium",-1.69746283239728,3.08618976199512,-0.550018943520806,0.583311944573297,0.841329559563261,0.836127250040746,"A03AB17","",9,0.0656934306569343
"1550","Prifinium",-3.09906990366262,4.02832366348967,-0.769319985817116,0.443190276708596,0.841704042030891,0.836514010622068,"A03AB18","",4,0.0291970802919708
"1504","Pipoxolan",14.5434896963448,0.906008628440312,16.052264007001,5.81114088031618e-32,0.840936107803888,0.837056500677154,"A03AC","",1,0.0072992700729927
"1905","Tiropramide",4.68850271775172,5.64775554195041,0.830153267599218,0.408073664709906,0.841829581960343,0.836643666614781,"A03AC05","",2,0.0145985401459854
"1411","Papaverine",3.59216653280405,2.19493143560806,1.6365734594388,0.104296759984389,0.844353159016073,0.839249983901846,"A03AD","",17,0.124087591240876
"636","Drotaverine",3.56644186316317,1.99356815651048,1.78897413239476,0.0761004027490759,0.845002169012249,0.83992027291429,"A03AD02","",20,0.145985401459854
"50","Alosetron",14.5434896963448,0.906008628440312,16.052264007001,5.81114088031618e-32,0.840936107803888,0.837056500677154,"A03AE01","",1,0.0072992700729927
"1723","Simethicone",-2.13867478814122,1.84579199356358,-1.15867594810192,0.248851299112865,0.84266744929453,0.837509005009105,"A03AX","",28,0.204379562043796
"1493","Pinaverium",-1.33893707881394,3.40342351342513,-0.393408893583879,0.694704163937665,0.841137642358528,0.835929040468643,"A03AX04","",7,0.0510948905109489
"57","Alverine",3.21290933202322,4.04968814050759,0.793372037684984,0.429101404599713,0.841752559776205,0.836564119113129,"A03AX08","",5,0.0364963503649635
"1932","Trepibutone",1.8312987702444,7.99113817217972,0.229166200206607,0.819123474731578,0.841004550323998,0.835791584760851,"A03AX09","",1,0.0072992700729927
"984","Isometheptene mucoate",14.5434896963448,0.906008628440312,16.052264007001,5.81114088031618e-32,0.840936107803888,0.837056500677154,"A03AX10","",1,0.0072992700729927
"1482","Phloroglucinol",-1.85188540995275,2.23570331607834,-0.828323416901824,0.409104872532729,0.841825669455772,0.836639625831371,"A03AX12","",18,0.131386861313869
"1714","Silicon",-8.84048237992853,7.95423257366903,-1.11141864385425,0.268573679731322,0.842530488418143,0.837367553612181,"A03AX13","",2,0.0145985401459854
"1993","Valethamate",-4.01005626769467,7.9879955261227,-0.502010329697958,0.61656507501301,0.841264007405105,0.836059548631502,"A03AX14","",1,0.0072992700729927
"142","Atropine",-3.10848648210424,2.76735696697756,-1.12326906835559,0.263528779971339,0.842564319739337,0.83740249415702,"A03BA01","",127,0.927007299270073
"169","Belladonna tincture",3.81480525527023,4.1373993533012,0.922029741273687,0.358332858261147,0.842036850502867,0.836857730847224,"A03BA04","",5,0.0364963503649635
"261","Butylscopolamine (Hyoscine butylbromide, Scopolamine butylbromide)",-1.38692730966511,1.49161236105774,-0.92981752221576,0.354301732682432,0.842055392138544,0.836876880405381,"A03BB01","",92,0.671532846715328
"1188","Methscopolamine",14.5434896963448,0.906008628440312,16.052264007001,5.81114088031618e-32,0.840936107803888,0.837056500677154,"A03BB03","S01FA03",1,0.0072992700729927
"420","Clidinium",-1.56729262656626,3.08931830948945,-0.507326364444873,0.612841697327754,0.841270974058443,0.836066743699703,"A03CA02","",8,0.0583941605839416
"1510","Pitofenone",5.50319960798077,4.67995826687613,1.17590783809578,0.241921271472747,0.842718748009218,0.837561985648864,"A03DA02","",3,0.0218978102189781
"603","Diponium bromide",7.43290890190979,7.9251110415927,0.937893344698929,0.35015226277857,0.842074779614374,0.836896903536157,"A03E","M03A",1,0.0072992700729927
"1586","Propyromazine bromide",14.5434896963448,0.906008628440312,16.052264007001,5.81114088031618e-32,0.840936107803888,0.837056500677154,"A03E","",1,0.0072992700729927
"1257","Mosapride",-7.23492245352523,7.93312440644481,-0.911989032675151,0.36357306708416,0.842013168775504,0.836833272669783,"A03FA","",1,0.0072992700729927
"1208","Metoclopramide",1.39567094873219,2.94372640254079,0.474117074034991,0.636263870190004,0.841228646625149,0.836023028481712,"A03FA01","",127,0.927007299270073
"406","Cisapride",0.0224776753024885,2.8132723355021,0.00798986824660783,0.993638125713963,0.840936191035975,0.835720984184696,"A03FA02","",9,0.0656934306569343
"619","Domperidone",-1.63566465751211,1.49647891664683,-1.09300882178625,0.27654348190823,0.84247861439011,0.837313978796343,"A03FA03","",51,0.372262773722628
"239","Bromopride",1.8312987702444,7.99113817217972,0.229166200206607,0.819123474731578,0.841004550323998,0.835791584760851,"A03FA04","",1,0.0072992700729927
"45","Alizapride",-8.41377707320725,7.89954072638885,-1.06509699293031,0.288935463456469,0.842401555803014,0.837234393698195,"A03FA05","",1,0.0072992700729927
"416","Clebopride",1.8312987702444,7.99113817217972,0.229166200206607,0.819123474731578,0.841004550323998,0.835791584760851,"A03FA06","",1,0.0072992700729927
"401","Cinitapride",-3.26157982733105,7.9895821146649,-0.408229088896202,0.683821081558303,0.841153091364765,0.835944995999676,"A03FA08","",1,0.0072992700729927
"597","Diphenidol",4.64117718090651,5.82248638696133,0.797112586007896,0.426934243832551,0.841760236671671,0.836572047710087,"A04A","",2,0.0145985401459854
"1362","Ondansetron",2.32184741699301,1.63901775074349,1.41660907329391,0.159145631585808,0.843510212508338,0.838379399803694,"A04AA01","",83,0.605839416058394
"875","Granisetron",1.5772295625,1.63494887864369,0.964696562138645,0.336605159318527,0.842140292008216,0.836964563877338,"A04AA02","",37,0.27007299270073
"1966","Tropisetron",2.76436260107905,2.41247275240743,1.14586272459263,0.254094601726743,0.842629774393726,0.837470094865651,"A04AA03","",13,0.0948905109489051
"617","Dolasetron",3.96406757423364,5.67138787825087,0.698958995457777,0.485908020139918,0.841570531697676,0.836376122900878,"A04AA04","",2,0.0145985401459854
"1401","Palonosetron",5.61018040703833,2.65121305686486,2.11608055886408,0.0363705210597089,0.846567576928779,0.841537005680542,"A04AA05","",11,0.0802919708029197
"1697","Scopolamine",1.12235532142626,2.18459031305244,0.513760092553939,0.60834898275369,0.841279502764571,0.836075552035541,"A04AD01","N05CM05",16,0.116788321167883
"364","Chlorobutanol",4.00064072778585,3.63542783145848,1.10045939934966,0.273298601104721,0.842499507894542,0.837335557333707,"A04AD04","",7,0.0510948905109489
"1210","Metopimazine",-6.47229477891008,2.85624922953117,-2.2660119124032,0.0252130921060884,0.847360491985739,0.842355917952485,"A04AD05","",9,0.0656934306569343
"117","Aprepitant",4.3005297427198,3.04466764764745,1.41247920640623,0.16035478391508,0.843495466854319,0.838364170685609,"A04AD12","",9,0.0656934306569343
"815","Fosaprepitant",-0.27712240150944,5.69297963654572,-0.0486779189812081,0.961255573485127,0.840939197155547,0.835724088865565,"A04AD12","",2,0.0145985401459854
"352","Chenodeoxycholic acid",-2.84265548064515,5.66515842795639,-0.501778638107848,0.616727581208722,0.841263705428775,0.836059236754309,"A05AA01","",3,0.0218978102189781
"1987","Ursodeoxycholic acid",5.03967486399356,1.77754929955932,2.83518148567973,0.00536274995711874,0.850768568151814,0.845875734320726,"A05AA02","",36,0.262773722627737
"1721","Silymarin",1.511953582169,3.38279201841028,0.446954342430881,0.655700475458886,0.841196140252319,0.835989456326166,"A05BA03","",6,0.0437956204379562
"1415","Paraffin",-4.13602295439778,1.48771801905287,-2.78011215931289,0.00629598075269278,0.850412850519756,0.845508353815486,"A06AA01","",41,0.299270072992701
"616","Docusate",0.455611566951982,1.96726179325967,0.231596815692259,0.817239178795445,0.841006009231786,0.83579309150168,"A06AA02","",21,0.153284671532847
"213","Bisacodyl",-1.13792373597182,1.41811451857961,-0.802420200246994,0.423870280602673,0.841771190407089,0.836583360584371,"A06AB02","",78,0.569343065693431
"306","Castor oil",0.964388508865097,2.32266208355314,0.415208271445928,0.678718747726189,0.841160563432411,0.835952713053145,"A06AB05","",14,0.102189781021898
"1702","Senna (Sennosides)",2.74009492803418,1.49503035669764,1.83280220081066,0.0692702863728072,0.84519843429814,0.840122973127587,"A06AB06","",47,0.343065693430657
"1740","Sodium picosulphate",-0.614948596914052,3.25676252631153,-0.188822056243234,0.850546034842018,0.840982579692073,0.835768893780338,"A06AB08","",8,0.0583941605839416
"1600","Psyllium",-3.04750359540156,2.19864865913216,-1.38608030107205,0.168250578390329,0.843402162543244,0.838267807216793,"A06AC","",18,0.131386861313869
"993","Ispaghula (Isabgol, Psylla seeds)",7.43290890190979,7.9251110415927,0.937893344698929,0.35015226277857,0.842074779614374,0.836896903536157,"A06AC01","",1,0.0072992700729927
"1764","Sterculia",3.19011876300147,4.03992732933562,0.789647561191675,0.431265672675783,0.841744951007859,0.836556260876969,"A06AC03","",4,0.0291970802919708
"295","Carboxymethyl cellulose",-1.11968753781603,2.78114516772918,-0.402599458240528,0.687947475987459,0.841147155947444,0.835938865978508,"A06AC06","",11,0.0802919708029197
"1019","Lactulose",-3.76054987358328,1.46306861061946,-2.57031683018001,0.0113629140317023,0.849107233839193,0.844159930030642,"A06AD11","",91,0.664233576642336
"1103","Macrogol (Polyethylene Glycol 3350)",0.620852506947548,1.74881268845439,0.355013725052658,0.723192297968494,0.841100262622553,0.835890435167555,"A06AD15","",30,0.218978102189781
"1113","Mannitol",-0.47557384408392,1.88597573848166,-0.252163288413663,0.801339175485886,0.841018968618438,0.835806475786255,"A06AD16","R05CB16",113,0.824817518248175
"1739","Sodium phosphate",0.070897912055183,1.9649092825263,0.0360820281555334,0.971275924114295,0.840937805222744,0.835722651295621,"A06AD17","B05XA09",22,0.160583941605839
"1749","Sorbitol",4.10422941021759,2.65588543090362,1.54533375666781,0.124855632846565,0.843989886115112,0.838874800413968,"A06AD18","",11,0.0802919708029197
"290","Carbo glycerin",-10.7707323347176,7.95981022265421,-1.35313933792835,0.178513208405769,0.843288053627443,0.838149957025064,"A06AG04","",1,0.0072992700729927
"119","Arachis oil",-4.41760090208665,4.0392645731854,-1.09366465653496,0.276256789573361,0.842480448058998,0.837315872585523,"A06AG06","",7,0.0510948905109489
"263","Cade oil",-4.15912283175636,7.99160140258137,-0.520436721282535,0.603702420883262,0.841288466117372,0.836084809268761,"A06AG06","",1,0.0072992700729927
"1232","Mineral oil",-4.31381905845182,2.74629488086131,-1.57077780995568,0.118824242126984,0.844089265574566,0.838977438216356,"A06AG06","",9,0.0656934306569343
"1451","Peppermint oil",-1.74527907719846,4.11715701669341,-0.423903939082736,0.672382348345642,0.84117004941396,0.835962510050483,"A06AG06","",5,0.0364963503649635
"2007","Vegetable oil",-11.1696655620979,5.55526060164926,-2.01064654982734,0.0465676876710285,0.846037930657902,0.840989993958161,"A06AG06","",2,0.0145985401459854
"1735","Sodium lauryl sulfoacetate",4.44806950130068,4.0137180858856,1.10821672228114,0.269948232532495,0.842521406472502,0.83735817389783,"A06AG11","",5,0.0364963503649635
"1196","Methylnaltrexone bromide",4.61533487738533,5.70068483622044,0.809610601179157,0.41974026321731,0.841786143295246,0.836598803731155,"A06AH01","",2,0.0145985401459854
"1282","Naloxone",-1.48371988190831,2.06767713820705,-0.717578124017413,0.474389199669424,0.841604637973484,0.836411347415238,"A06AH04","V03AB15",117,0.854014598540146
